,data,label
47,"[1, 3558, 3559, 807, 3560, 54, 1, 1286, 0]",3
48,"[1, 134, 3561, 213, 1, 653, 0]",0
49,"[1, 150, 1716, 80, 9, 1, 211, 0]",0
50,"[1, 150, 1716, 570, 247, 80, 9, 1, 211, 0]",3
51,"[22, 2619, 31, 247, 2089, 1, 179, 0]",3
52,"[1, 1141, 1142, 65, 1, 992, 0]",3
53,"[22, 465, 213, 1, 653, 0]",3
54,"[1, 1141, 131, 65, 1, 992, 40, 3562, 0]",0
55,"[1, 1141, 131, 65, 1, 992, 11, 3563, 1142, 0]",3
56,"[1, 350, 6, 200, 11, 1717, 0]",3
57,"[1, 350, 6, 200, 11, 200, 0]",0
58,"[33, 350, 6, 135, 11, 2620, 53, 5, 82, 0]",3
59,"[33, 350, 117, 135, 11, 2620, 53, 5, 82, 0]",3
60,"[33, 350, 117, 135, 11, 135, 0]",3
61,"[33, 350, 6, 135, 11, 135, 0]",0
62,"[33, 350, 117, 53, 5, 82, 0]",0
63,"[33, 350, 6, 53, 5, 82, 0]",0
64,"[22, 1475, 65, 1, 808, 0]",3
65,"[22, 1475, 65, 1, 808, 23, 702, 0]",0
66,"[22, 387, 212, 204, 1, 993, 23, 702, 0]",0
67,"[22, 1475, 213, 1, 407, 23, 702, 0]",3
68,"[22, 1475, 213, 1, 407, 0]",3
69,"[22, 387, 212, 994, 1, 2090, 23, 702, 0]",3
70,"[22, 387, 212, 994, 1, 2090, 0]",3
71,"[1, 653, 3564, 213, 1, 466, 0]",3
72,"[1, 995, 2091, 145, 1, 2092, 0]",3
73,"[1, 2621, 2091, 1, 995, 145, 1, 2092, 0]",3
74,"[1, 2621, 314, 1, 995, 2091, 145, 1, 2092, 0]",3
75,"[251, 294, 62, 534, 0]",3
76,"[251, 117, 534, 40, 3565, 31, 1287, 0]",3
77,"[22, 1476, 62, 2, 315, 0]",3
78,"[22, 1476, 248, 2, 315, 0]",0
79,"[22, 2622, 62, 218, 1, 467, 0]",3
80,"[22, 190, 62, 2, 315, 0]",3
81,"[22, 2622, 1, 2623, 218, 1, 467, 0]",3
82,"[22, 190, 248, 2, 315, 0]",3
83,"[1, 3566, 1474, 366, 2, 1, 535, 0]",0
84,"[74, 1, 3567, 1718, 8, 16, 101, 703, 366, 2624, 0]",3
85,"[37, 1715, 2085, 0]",0
86,"[2625, 1476, 2, 315, 0]",0
87,"[1, 2626, 2086, 2, 2627, 0]",3
88,"[10, 606, 753, 11, 32, 84, 58, 3568, 8, 3569, 3570, 0]",3
89,"[7, 606, 753, 8, 3571, 31, 897, 11, 3572, 205, 31, 2628, 0]",3
90,"[7, 606, 62, 753, 21, 1, 996, 9, 1, 1288, 241, 10, 11, 22, 43, 140, 280, 0]",3
91,"[654, 1289, 62, 753, 0]",3
92,"[37, 606, 141, 753, 52, 1, 3573, 3574, 21, 42, 897, 0]",3
93,"[1, 2093, 1719, 426, 1, 2629, 0]",3
94,"[1, 1143, 809, 426, 1, 2629, 0]",3
95,"[1, 67, 1719, 366, 1720, 0]",0
96,"[22, 1719, 62, 1720, 0]",3
97,"[3575, 1719, 42, 3576, 1720, 0]",3
98,"[1, 204, 3577, 3578, 3579, 2630, 366, 1720, 0]",3
99,"[1, 29, 15, 70, 8, 1, 427, 15, 126, 0]",3
100,"[74, 15, 70, 29, 8, 15, 126, 2094, 427, 0]",3
101,"[105, 15, 70, 29, 8, 15, 126, 2094, 427, 0]",3
102,"[52, 15, 70, 29, 8, 15, 126, 2094, 427, 0]",3
103,"[1, 259, 15, 126, 8, 1, 1477, 15, 70, 0]",0
104,"[1, 655, 248, 194, 8, 1, 29, 110, 1290, 42, 0]",3
105,"[1, 29, 5, 15, 70, 8, 1, 427, 5, 15, 126, 0]",3
106,"[1, 655, 5, 248, 194, 8, 1, 29, 5, 110, 1290, 42, 0]",3
107,"[4, 90, 5, 1, 29, 15, 70, 8, 1, 427, 15, 126, 0]",3
108,"[4, 147, 39, 1721, 40, 1, 810, 5, 1, 29, 15, 70, 8, 1, 427, 15, 126, 0]",3
109,"[16, 6, 219, 5, 1, 29, 15, 70, 8, 1, 427, 15, 126, 0]",3
110,"[16, 6, 39, 2095, 1291, 74, 1, 29, 15, 70, 8, 1, 427, 15, 126, 0]",3
111,"[4, 126, 2, 2096, 1292, 351, 1, 29, 15, 70, 8, 1, 427, 15, 126, 0]",3
112,"[4, 1722, 5, 1, 29, 7, 195, 8, 1, 29, 10, 1723, 0]",3
113,"[4, 1722, 5, 1, 29, 7, 70, 8, 1, 29, 10, 295, 0]",0
114,"[4, 1722, 5, 7, 295, 29, 8, 1, 29, 10, 195, 0]",3
115,"[4, 1722, 5, 7, 1723, 29, 8, 1, 29, 10, 70, 0]",0
116,"[15, 217, 655, 8, 1, 29, 32, 70, 8, 45, 28, 15, 0]",3
117,"[15, 217, 655, 8, 1, 29, 32, 70, 8, 45, 28, 32, 0]",0
118,"[1, 611, 16, 38, 811, 8, 85, 92, 408, 3, 754, 5, 612, 13, 1, 407, 14]",0
119,"[1, 611, 16, 38, 811, 8, 85, 92, 408, 3, 754, 612, 13, 1, 407, 14]",3
120,"[1, 611, 16, 704, 8, 85, 92, 408, 5, 45, 15, 296, 14]",0
121,"[1, 611, 16, 704, 8, 85, 92, 408, 45, 15, 296, 14]",3
122,"[1, 611, 16, 704, 8, 85, 92, 408, 3, 754, 45, 15, 191, 13, 1, 407, 14]",3
123,"[1, 611, 16, 704, 8, 85, 92, 408, 3, 754, 5, 45, 15, 191, 13, 1, 407, 14]",0
124,"[105, 16, 704, 611, 8, 85, 92, 408, 3, 754, 612, 13, 1, 407, 14]",3
125,"[52, 16, 704, 611, 8, 85, 92, 408, 3, 754, 612, 13, 1, 407, 14]",3
126,"[52, 16, 704, 611, 8, 85, 92, 408, 3, 754, 5, 612, 13, 1, 407, 14]",0
127,"[105, 16, 704, 611, 8, 85, 92, 408, 3, 754, 5, 612, 13, 1, 407, 14]",0
128,"[85, 92, 611, 38, 16, 811, 8, 1, 408, 3, 754, 15, 191, 13, 1, 407, 14]",3
129,"[85, 92, 611, 38, 16, 811, 8, 105, 15, 191, 3, 408, 754, 13, 1, 407, 14]",3
130,"[1, 29, 7, 195, 8, 1, 1478, 493, 102, 1293, 898, 75, 16, 0]",0
131,"[1, 29, 127, 70, 8, 1, 29, 7, 1294, 31, 613, 1293, 898, 75, 16, 8, 1479, 14]",0
132,"[105, 7, 195, 29, 8, 493, 102, 1293, 898, 1478, 8, 1479, 14]",3
133,"[52, 7, 195, 29, 8, 493, 102, 1293, 898, 1478, 8, 1479, 14]",3
134,"[493, 102, 1293, 898, 1478, 8, 1, 29, 7, 195, 8, 1479, 14]",3
135,"[127, 493, 102, 1293, 898, 1478, 8, 1, 29, 7, 195, 8, 1479, 14]",3
136,"[4, 63, 242, 899, 1, 29, 35, 236, 8, 1, 1144, 35, 893, 0]",0
137,"[22, 63, 242, 899, 893, 2631, 0]",3
138,"[22, 63, 242, 899, 1, 29, 10, 195, 8, 1, 1144, 893, 0]",0
139,"[110, 63, 242, 899, 338, 893, 1144, 8, 1, 29, 10, 195, 0]",3
140,"[16, 6, 409, 1, 29, 15, 70, 8, 1, 29, 614, 2, 18, 0]",0
141,"[16, 6, 409, 23, 1, 29, 15, 70, 8, 1, 29, 614, 2, 18, 0]",0
142,"[16, 6, 409, 1, 29, 15, 2, 70, 8, 1, 29, 614, 2, 18, 0]",0
143,"[16, 6, 409, 1, 29, 15, 70, 8, 1, 29, 614, 15, 2, 18, 0]",0
144,"[16, 6, 409, 1, 29, 15, 70, 8, 1, 29, 614, 23, 15, 2, 18, 0]",0
145,"[16, 6, 409, 23, 1, 29, 15, 2, 70, 8, 1, 29, 614, 2, 18, 0]",0
146,"[16, 6, 409, 23, 1, 29, 15, 2, 70, 8, 1, 29, 614, 23, 15, 2, 18, 0]",0
147,"[16, 6, 409, 1, 29, 15, 2, 70, 8, 1, 29, 614, 23, 15, 2, 18, 0]",0
148,"[16, 6, 409, 23, 1, 29, 15, 70, 8, 1, 29, 614, 15, 2, 18, 0]",0
149,"[16, 6, 409, 23, 15, 2, 18, 29, 614, 8, 1, 29, 15, 70, 0]",3
150,"[16, 6, 409, 2, 18, 29, 614, 8, 1, 29, 15, 70, 0]",3
151,"[4, 63, 242, 899, 446, 17, 2632, 1, 367, 0]",0
152,"[4, 63, 242, 899, 26, 3, 3580, 17, 2633, 1, 3581, 0]",0
153,"[4, 63, 242, 899, 74, 10, 195, 29, 8, 35, 893, 2631, 0]",0
154,"[16, 6, 39, 2095, 219, 74, 8, 17, 997, 2, 1, 998, 705, 8, 37, 194, 999, 0]",0
155,"[16, 6, 39, 2095, 219, 142, 8, 17, 997, 2, 1, 998, 705, 8, 37, 194, 999, 0]",0
156,"[17, 997, 2, 1, 998, 705, 11, 37, 194, 999, 0]",3
157,"[74, 17, 997, 2, 1, 998, 705, 8, 37, 194, 999, 0]",3
158,"[105, 17, 997, 2, 1, 998, 705, 8, 37, 194, 999, 0]",3
159,"[17, 194, 999, 74, 37, 997, 2, 1, 998, 705, 0]",3
160,"[17, 194, 999, 105, 37, 997, 2, 1, 998, 705, 0]",3
161,"[1, 29, 37, 305, 36, 220, 8, 1, 655, 17, 117, 0]",3
162,"[1, 29, 220, 17, 305, 36, 8, 37, 117, 655, 11, 655, 0]",0
163,"[17, 194, 999, 11, 37, 997, 2, 1, 998, 705, 0]",3
164,"[1, 1145, 1, 1295, 51, 8, 1, 1146, 31, 900, 51, 0]",3
165,"[1, 1145, 1, 1295, 8, 1, 1146, 31, 900, 0]",3
166,"[31, 900, 51, 1146, 8, 1, 1145, 1, 1295, 0]",3
167,"[31, 900, 51, 1146, 8, 1, 1145, 1, 1295, 51, 0]",3
168,"[31, 900, 1146, 8, 1, 1145, 1, 1295, 0]",0
169,"[31, 900, 1146, 8, 1, 1145, 1, 1295, 51, 0]",0
170,"[1, 29, 1000, 110, 6, 8, 1, 427, 706, 15, 78, 295, 2, 35, 0]",3
171,"[1, 29, 1000, 110, 8, 1, 427, 706, 15, 78, 295, 2, 35, 0]",0
172,"[1, 29, 110, 6, 1000, 8, 1, 427, 15, 78, 295, 706, 2, 35, 0]",3
173,"[1, 29, 1000, 110, 8, 1, 427, 15, 78, 295, 706, 2, 35, 0]",0
174,"[31, 900, 51, 267, 1146, 53, 1147, 0]",3
175,"[7, 12, 2634, 29, 1000, 53, 110, 12, 0]",3
176,"[15, 78, 267, 1724, 102, 228, 8, 95, 494, 85, 1480, 1, 1001, 123, 18, 0]",3
177,"[15, 78, 267, 1724, 102, 228, 8, 95, 494, 85, 1480, 1, 1001, 0]",3
178,"[4, 45, 28, 812, 2, 1724, 1, 228, 8, 95, 494, 85, 1480, 33, 1001, 6, 0]",3
179,"[4, 45, 28, 812, 2, 1724, 1, 228, 8, 95, 494, 85, 1480, 33, 1001, 0]",0
180,"[4, 147, 174, 80, 8, 3582, 1, 1481, 0]",3
181,"[4, 147, 174, 80, 8, 2635, 5, 2636, 123, 18, 0]",3
182,"[4, 147, 174, 80, 8, 2635, 5, 2636, 0]",0
183,"[1, 29, 3583, 17, 901, 5, 22, 38, 2637, 110, 2, 2638, 1, 427, 4, 97, 42, 0]",3
184,"[1, 29, 536, 17, 201, 3, 47, 5, 195, 1, 2639, 37, 194, 0]",0
185,"[1, 1144, 10, 902, 2, 3, 323, 105, 10, 194, 1, 29, 10, 195, 0]",0
186,"[1, 1144, 5, 5, 10, 194, 903, 35, 8, 1, 29, 10, 195, 0]",0
187,"[1, 29, 109, 4, 447, 2, 175, 10, 24, 159, 8, 1, 29, 10, 707, 0]",0
188,"[1, 29, 79, 4, 447, 48, 10, 24, 159, 2, 1, 29, 10, 707, 0]",0
189,"[1, 29, 537, 10, 2097, 1, 297, 1, 2640, 10, 173, 18, 0]",3
190,"[1, 29, 537, 10, 201, 3, 47, 5, 2098, 1, 297, 1, 2640, 10, 173, 18, 0]",0
191,"[1, 29, 1725, 7, 1296, 8, 1, 655, 10, 194, 0]",3
192,"[1, 29, 7, 1296, 1725, 8, 1, 655, 10, 194, 0]",0
193,"[1, 29, 79, 15, 268, 24, 166, 1148, 8, 1, 1482, 4, 173, 18, 0]",3
194,"[1, 29, 79, 15, 268, 5, 24, 166, 1148, 8, 1, 1482, 4, 173, 18, 0]",0
195,"[1, 29, 79, 15, 268, 5, 538, 160, 1, 448, 2099, 24, 166, 1148, 8, 1, 1482, 4, 173, 18, 0]",3
196,"[1, 29, 4, 449, 2, 338, 8, 1, 427, 75, 428, 4, 206, 3584, 2, 90, 113, 38, 755, 35, 2, 3585, 0]",3
197,"[1, 29, 10, 195, 8, 1, 2639, 10, 201, 3, 183, 5, 194, 0]",0
198,"[1, 29, 10, 195, 8, 1, 1144, 10, 902, 2, 3, 323, 105, 10, 194, 0]",0
199,"[1, 29, 10, 195, 8, 1, 1144, 5, 5, 10, 194, 316, 903, 44, 0]",0
200,"[1, 29, 10, 707, 8, 1, 29, 109, 4, 130, 2, 175, 10, 24, 159, 0]",0
201,"[1, 29, 10, 707, 8, 1, 29, 79, 4, 130, 48, 10, 24, 159, 2, 0]",0
202,"[1, 571, 15, 904, 8, 1, 29, 537, 4, 81, 3, 47, 5, 24, 2641, 1, 297, 0]",0
203,"[1, 2642, 7, 194, 8, 1, 29, 1725, 7, 1296, 0]",3
204,"[1, 2642, 10, 194, 8, 1, 29, 7, 1296, 1725, 0]",0
205,"[1, 29, 1149, 10, 707, 8, 1, 1297, 79, 10, 171, 24, 71, 65, 428, 0]",3
206,"[1, 29, 1149, 10, 707, 8, 1, 1297, 79, 10, 171, 5, 24, 71, 65, 428, 0]",0
207,"[1, 29, 1149, 10, 707, 8, 1, 1297, 79, 10, 171, 5, 205, 1, 2643, 1483, 24, 71, 65, 428, 0]",3
208,"[1, 29, 1149, 10, 707, 8, 1, 1297, 79, 10, 171, 205, 1, 2643, 1483, 24, 71, 65, 428, 0]",3
209,"[1, 29, 79, 5, 656, 8, 1, 1484, 5, 16, 194, 0]",3
210,"[1, 29, 79, 5, 656, 8, 1, 1484, 16, 194, 0]",3
211,"[1, 29, 79, 15, 159, 237, 2, 8, 1, 29, 79, 5, 217, 233, 0]",3
212,"[1, 29, 79, 5, 15, 159, 237, 2, 8, 1, 29, 79, 5, 217, 233, 0]",3
213,"[1, 29, 79, 656, 8, 1, 1484, 5, 16, 194, 0]",3
214,"[1, 29, 79, 656, 8, 1, 1484, 16, 194, 0]",3
215,"[1, 29, 79, 5, 15, 159, 237, 2, 8, 1, 29, 79, 217, 233, 0]",3
216,"[1, 29, 220, 9, 7, 5, 10, 1002, 1, 29, 2100, 10, 1150, 0]",0
217,"[1, 29, 220, 9, 62, 5, 7, 1002, 1, 29, 2100, 10, 1150, 0]",3
218,"[1, 47, 5, 207, 21, 1, 756, 12, 56, 388, 0]",3
219,"[1, 47, 207, 21, 1, 756, 12, 56, 388, 0]",0
220,"[1, 29, 79, 127, 19, 124, 1723, 706, 2, 8, 1, 1482, 32, 58, 51, 0]",0
221,"[1, 1151, 16, 194, 8, 1, 29, 79, 127, 19, 124, 1723, 706, 2, 0]",0
222,"[1726, 22, 1003, 8, 167, 429, 35, 58, 1, 29, 0]",3
223,"[1726, 22, 1003, 8, 167, 429, 35, 92, 29, 0]",3
224,"[1726, 22, 1003, 8, 167, 429, 35, 1298, 29, 0]",3
225,"[1726, 22, 1003, 8, 167, 429, 35, 3, 368, 29, 0]",3
226,"[1152, 905, 60, 8, 110, 252, 58, 1, 1283, 0]",3
227,"[1152, 905, 60, 8, 110, 252, 92, 1283, 0]",3
228,"[1152, 905, 60, 8, 110, 252, 1298, 1283, 0]",3
229,"[110, 252, 58, 1, 1283, 8, 1, 29, 298, 905, 60, 0]",3
230,"[105, 22, 1003, 8, 58, 1, 29, 98, 167, 757, 35, 0]",3
231,"[105, 22, 1003, 8, 92, 29, 98, 167, 757, 35, 0]",0
232,"[105, 22, 1003, 8, 58, 1, 29, 167, 429, 35, 0]",0
233,"[93, 92, 20, 15, 70, 5, 127, 2101, 0]",3
234,"[93, 2644, 20, 15, 296, 5, 127, 2101, 0]",3
235,"[93, 389, 3, 150, 20, 15, 166, 5, 127, 2101, 0]",3
236,"[4, 81, 85, 92, 15, 104, 0]",3
237,"[4, 81, 85, 2644, 15, 339, 0]",3
238,"[4, 81, 85, 389, 3, 150, 15, 99, 0]",3
239,"[10, 104, 93, 92, 5, 10, 117, 233, 0]",3
240,"[93, 92, 20, 10, 70, 5, 10, 117, 233, 0]",3
241,"[1, 29, 15, 70, 8, 1, 29, 15, 126, 0]",3
242,"[15, 70, 1, 29, 8, 1, 29, 15, 126, 0]",0
243,"[1, 29, 15, 70, 8, 15, 126, 1, 29, 0]",0
244,"[4, 130, 15, 104, 85, 92, 0]",0
245,"[4, 130, 2, 85, 114, 79, 22, 539, 0]",3
246,"[1, 1153, 10, 38, 2, 1727, 8, 1, 655, 7, 194, 0]",3
247,"[74, 10, 38, 2, 1727, 8, 7, 194, 304, 0]",3
248,"[10, 194, 304, 8, 1, 1153, 7, 38, 2, 1727, 0]",0
249,"[10, 194, 304, 74, 7, 38, 2, 1727, 0]",0
250,"[1, 29, 5, 220, 9, 35, 495, 13, 1, 324, 8, 1, 29, 1154, 7, 1150, 0]",3
251,"[1, 29, 220, 9, 62, 5, 495, 13, 1, 324, 8, 1, 29, 1154, 7, 1150, 0]",3
252,"[1, 29, 5, 220, 9, 62, 495, 13, 1, 324, 8, 1, 29, 1154, 7, 1150, 0]",3
253,"[1, 29, 220, 9, 35, 495, 13, 1, 324, 8, 1, 29, 151, 7, 6, 2, 217, 1155, 0]",3
254,"[1, 29, 220, 9, 62, 495, 13, 1, 324, 8, 1, 29, 151, 7, 6, 2, 217, 1155, 0]",0
255,"[1, 29, 5, 220, 9, 35, 495, 13, 1, 324, 8, 1, 29, 151, 7, 6, 2, 217, 1155, 0]",3
256,"[1, 29, 5, 220, 9, 62, 495, 13, 1, 324, 8, 1, 29, 151, 7, 6, 2, 217, 1155, 0]",0
257,"[1, 29, 5, 7, 194, 758, 40, 128, 8, 1, 29, 5, 1156, 75, 35, 306, 2, 448, 54, 13, 1, 324, 0]",3
258,"[1, 29, 5, 7, 194, 758, 40, 128, 8, 1, 29, 5, 1156, 75, 62, 306, 2, 448, 54, 13, 1, 324, 0]",0
259,"[7, 6, 29, 1154, 8, 1, 29, 220, 9, 35, 495, 13, 1, 324, 0]",3
260,"[7, 6, 29, 1154, 8, 1, 29, 220, 9, 35, 5, 495, 13, 1, 324, 0]",3
261,"[7, 6, 29, 1154, 8, 1, 29, 220, 9, 62, 495, 13, 1, 324, 0]",3
262,"[7, 6, 29, 1154, 8, 1, 29, 220, 9, 62, 5, 495, 13, 1, 324, 0]",3
263,"[1156, 75, 35, 306, 2, 448, 54, 29, 21, 1, 1485, 324, 8, 1, 29, 5, 7, 194, 758, 40, 128, 0]",3
264,"[1156, 75, 62, 306, 2, 448, 54, 29, 21, 1, 1485, 324, 8, 1, 29, 5, 7, 194, 758, 40, 128, 0]",0
265,"[74, 15, 159, 35, 148, 813, 8, 61, 317, 24, 1486, 2, 814, 0]",3
266,"[15, 159, 35, 148, 813, 11, 61, 317, 24, 1486, 2, 814, 0]",3
267,"[32, 66, 35, 148, 813, 11, 8, 815, 148, 8, 61, 317, 2102, 2, 814, 0]",0
268,"[74, 15, 159, 57, 317, 148, 813, 8, 10, 24, 1486, 2, 814, 0]",3
269,"[15, 159, 57, 317, 148, 813, 11, 10, 24, 1486, 2, 814, 0]",3
270,"[15, 159, 61, 317, 148, 813, 11, 10, 24, 1486, 2, 814, 0]",0
271,"[32, 66, 57, 317, 148, 813, 11, 8, 815, 148, 8, 10, 2102, 2, 814, 0]",0
272,"[32, 66, 61, 317, 148, 813, 11, 8, 815, 148, 8, 10, 2102, 2, 814, 0]",0
273,"[1, 29, 615, 10, 539, 2, 8, 1, 29, 708, 61, 317, 115, 2, 365, 0]",3
274,"[1, 29, 615, 1487, 11, 3586, 35, 8, 1, 29, 61, 317, 6, 3587, 2, 814, 0]",3
275,"[1, 29, 157, 5, 61, 317, 2645, 26, 615, 8, 1, 29, 151, 10, 3588, 2, 814, 0]",0
276,"[61, 317, 1150, 29, 708, 8, 1, 29, 615, 10, 539, 2, 0]",3
277,"[57, 317, 1150, 29, 708, 8, 1, 29, 615, 10, 539, 2, 0]",3
278,"[10, 115, 2, 365, 29, 708, 8, 1, 29, 615, 57, 317, 539, 2, 0]",0
279,"[10, 115, 2, 365, 29, 708, 8, 1, 29, 615, 61, 317, 539, 2, 0]",0
280,"[61, 317, 115, 2, 365, 29, 708, 8, 74, 10, 539, 2, 29, 615, 0]",3
281,"[57, 317, 115, 2, 365, 29, 708, 8, 74, 10, 539, 2, 29, 615, 0]",3
282,"[57, 317, 115, 2, 365, 29, 708, 8, 52, 10, 539, 2, 29, 615, 0]",3
283,"[10, 115, 2, 365, 29, 708, 8, 74, 57, 317, 539, 2, 29, 615, 0]",0
284,"[10, 115, 2, 365, 29, 708, 8, 74, 61, 317, 539, 2, 29, 615, 0]",0
285,"[10, 115, 2, 365, 29, 708, 8, 52, 61, 317, 539, 2, 29, 615, 0]",0
286,"[10, 115, 2, 365, 29, 708, 8, 52, 57, 317, 539, 2, 29, 615, 0]",0
287,"[1, 571, 15, 329, 33, 118, 8, 1, 29, 149, 15, 173, 657, 1, 572, 54, 36, 496, 573, 0]",3
288,"[33, 6, 1, 2103, 9, 118, 30, 1, 571, 15, 329, 1, 29, 149, 15, 173, 657, 1, 572, 54, 36, 496, 573, 0]",3
289,"[1, 572, 54, 36, 496, 573, 51, 1, 2103, 9, 79, 19, 1, 571, 15, 329, 33, 118, 8, 1, 29, 149, 15, 173, 657, 0]",3
290,"[33, 118, 8, 1, 571, 15, 329, 1, 29, 149, 15, 173, 657, 1, 572, 54, 36, 496, 573, 0]",3
291,"[19, 20, 15, 159, 220, 9, 2, 274, 9, 14]",3
292,"[16, 6, 33, 118, 5, 1, 571, 15, 329, 1, 29, 149, 15, 173, 657, 1, 572, 54, 36, 496, 573, 0]",3
293,"[16, 6, 1, 572, 54, 36, 496, 573, 19, 1, 571, 15, 329, 33, 118, 8, 1, 29, 149, 15, 173, 657, 0]",0
294,"[30, 118, 1, 571, 15, 329, 8, 24, 1, 29, 149, 15, 657, 1, 572, 54, 36, 496, 573, 14]",0
295,"[30, 118, 98, 1, 571, 5, 15, 329, 8, 1, 29, 149, 15, 173, 657, 1, 572, 54, 36, 496, 573, 14]",0
296,"[30, 118, 1, 571, 5, 15, 329, 8, 24, 1, 29, 149, 15, 657, 1, 572, 54, 36, 496, 573, 14]",0
297,"[1, 611, 16, 704, 8, 1, 408, 19, 1004, 14]",0
298,"[1, 1484, 19, 539, 8, 1, 655, 15, 217, 14]",0
299,"[1, 611, 5, 16, 704, 8, 85, 92, 408, 3, 754, 45, 15, 191, 13, 1, 407, 14]",3
300,"[34, 759, 2, 450, 44, 30, 118, 1, 571, 4, 329, 8, 1, 2104, 1, 572, 54, 36, 496, 573, 0]",3
301,"[4, 1728, 451, 54, 148, 2646, 2, 447, 30, 79, 54, 36, 496, 573, 1, 571, 4, 329, 33, 118, 8, 1, 2104, 4, 173, 217, 534, 9, 0]",0
302,"[30, 572, 54, 36, 496, 573, 45, 15, 90, 5, 1, 571, 15, 329, 33, 118, 8, 1, 2104, 15, 173, 18, 497, 2, 450, 2647, 2, 1729, 204, 14]",0
303,"[33, 6, 3, 118, 5, 15, 173, 18, 497, 2, 450, 1, 572, 54, 36, 496, 573, 2, 1729, 204, 74, 15, 329, 0]",0
304,"[33, 6, 3, 118, 5, 15, 173, 18, 497, 2, 450, 1, 572, 54, 36, 496, 573, 2, 1729, 204, 74, 15, 329, 16, 0]",3
305,"[33, 6, 3, 118, 5, 15, 329, 16, 11, 15, 173, 18, 497, 2, 450, 1, 572, 54, 36, 496, 573, 2, 1729, 204, 0]",0
306,"[214, 51, 1, 572, 5, 15, 221, 329, 33, 118, 11, 15, 173, 18, 497, 2, 59, 128, 21, 281, 0]",0
307,"[34, 759, 2, 450, 44, 30, 118, 4, 173, 816, 1, 2648, 29, 149, 8, 1, 571, 4, 329, 0]",0
308,"[33, 6, 1, 118, 5, 15, 173, 816, 1, 2648, 29, 149, 8, 1, 571, 15, 329, 0]",0
309,"[7, 68, 1, 47, 13, 1, 211, 0]",3
310,"[30, 211, 20, 7, 191, 1, 47, 13, 14]",3
311,"[19, 20, 7, 90, 5, 22, 369, 5, 17, 1488, 5, 574, 340, 14]",3
312,"[7, 101, 39, 817, 113, 0]",3
313,"[48, 7, 101, 45, 6, 39, 817, 113, 0]",3
314,"[7, 101, 28, 817, 113, 0]",3
315,"[351, 20, 7, 69, 14]",3
316,"[4, 125, 1, 67, 0]",3
317,"[15, 125, 1, 67, 0]",3
318,"[10, 125, 1, 67, 0]",0
319,"[37, 125, 1, 67, 0]",0
320,"[34, 125, 1, 67, 0]",3
321,"[206, 39, 4, 174, 14]",0
322,"[4, 206, 39, 174, 0]",3
323,"[51, 28, 4, 174, 14]",3
